method,simnum,subjects,hit,miss,fa,cr,cost,startseed
rw,15,49,393,0,1078,11249,1078.0,
goni,15,49,383,10,392,11935,402.0,
kenett,15,49,268,125,206,12121,331.0,
fe,15,49,121,272,0,12327,272.0,
rw,15,50,393,0,1091,11236,1091.0,
goni,15,50,384,9,396,11931,405.0,
kenett,15,50,272,121,202,12125,323.0,
fe,15,50,123,270,0,12327,270.0,
rw,16,1,72,321,27,12300,348.0,
goni,16,1,7,386,2,12325,388.0,
kenett,16,1,12,381,198,12129,579.0,
fe,16,1,3,390,0,12327,390.0,
rw,16,2,122,271,62,12265,333.0,
goni,16,2,27,366,9,12318,375.0,
kenett,16,2,16,377,335,11992,712.0,
fe,16,2,6,387,0,12327,387.0,
rw,16,3,171,222,95,12232,317.0,
goni,16,3,54,339,19,12308,358.0,
kenett,16,3,19,374,383,11944,757.0,
fe,16,3,9,384,0,12327,384.0,
rw,16,4,201,192,123,12204,315.0,
goni,16,4,96,297,31,12296,328.0,
kenett,16,4,18,375,390,11937,765.0,
fe,16,4,12,381,0,12327,381.0,
rw,16,5,226,167,155,12172,322.0,
goni,16,5,119,274,45,12282,319.0,
kenett,16,5,17,376,424,11903,800.0,
fe,16,5,15,378,0,12327,378.0,
rw,16,6,250,143,182,12145,325.0,
goni,16,6,142,251,52,12275,303.0,
kenett,16,6,14,379,439,11888,818.0,
fe,16,6,18,375,0,12327,375.0,
rw,16,7,276,117,213,12114,330.0,
goni,16,7,161,232,67,12260,299.0,
kenett,16,7,14,379,448,11879,827.0,
fe,16,7,21,372,0,12327,372.0,
rw,16,8,291,102,243,12084,345.0,
goni,16,8,179,214,82,12245,296.0,
kenett,16,8,15,378,453,11874,831.0,
fe,16,8,23,370,0,12327,370.0,
rw,16,9,303,90,268,12059,358.0,
goni,16,9,192,201,87,12240,288.0,
kenett,16,9,26,367,445,11882,812.0,
fe,16,9,26,367,0,12327,367.0,
rw,16,10,318,75,299,12028,374.0,
goni,16,10,210,183,97,12230,280.0,
kenett,16,10,34,359,437,11890,796.0,
fe,16,10,28,365,0,12327,365.0,
rw,16,11,334,59,325,12002,384.0,
goni,16,11,229,164,111,12216,275.0,
kenett,16,11,21,372,450,11877,822.0,
fe,16,11,31,362,0,12327,362.0,
rw,16,12,338,55,353,11974,408.0,
goni,16,12,241,152,119,12208,271.0,
kenett,16,12,34,359,437,11890,796.0,
fe,16,12,34,359,0,12327,359.0,
rw,16,13,347,46,381,11946,427.0,
goni,16,13,253,140,134,12193,274.0,
kenett,16,13,28,365,443,11884,808.0,
fe,16,13,37,356,0,12327,356.0,
rw,16,14,351,42,403,11924,445.0,
goni,16,14,266,127,149,12178,276.0,
kenett,16,14,40,353,431,11896,784.0,
fe,16,14,40,353,0,12327,353.0,
rw,16,15,355,38,435,11892,473.0,
goni,16,15,283,110,152,12175,262.0,
kenett,16,15,225,168,249,12078,417.0,
fe,16,15,43,350,0,12327,350.0,
rw,16,16,359,34,458,11869,492.0,
goni,16,16,290,103,155,12172,258.0,
kenett,16,16,224,169,250,12077,419.0,
fe,16,16,46,347,0,12327,347.0,
rw,16,17,366,27,482,11845,509.0,
goni,16,17,293,100,170,12157,270.0,
kenett,16,17,223,170,251,12076,421.0,
fe,16,17,48,345,0,12327,345.0,
rw,16,18,371,22,501,11826,523.0,
goni,16,18,300,93,173,12154,266.0,
kenett,16,18,231,162,243,12084,405.0,
fe,16,18,51,342,0,12327,342.0,
rw,16,19,375,18,528,11799,546.0,
goni,16,19,311,82,188,12139,270.0,
kenett,16,19,241,152,233,12094,385.0,
fe,16,19,54,339,0,12327,339.0,
rw,16,20,377,16,545,11782,561.0,
goni,16,20,320,73,182,12145,255.0,
kenett,16,20,237,156,237,12090,393.0,
fe,16,20,57,336,0,12327,336.0,
rw,16,21,379,14,572,11755,586.0,
goni,16,21,322,71,195,12132,266.0,
kenett,16,21,238,155,236,12091,391.0,
fe,16,21,60,333,0,12327,333.0,
rw,16,22,379,14,599,11728,613.0,
goni,16,22,329,64,202,12125,266.0,
kenett,16,22,239,154,235,12092,389.0,
fe,16,22,63,330,0,12327,330.0,
rw,16,23,380,13,625,11702,638.0,
goni,16,23,332,61,213,12114,274.0,
kenett,16,23,248,145,226,12101,371.0,
fe,16,23,66,327,0,12327,327.0,
rw,16,24,381,12,646,11681,658.0,
goni,16,24,335,58,218,12109,276.0,
kenett,16,24,243,150,231,12096,381.0,
fe,16,24,69,324,0,12327,324.0,
rw,16,25,382,11,657,11670,668.0,
goni,16,25,336,57,230,12097,287.0,
kenett,16,25,246,147,228,12099,375.0,
fe,16,25,71,322,0,12327,322.0,
rw,16,26,384,9,673,11654,682.0,
goni,16,26,338,55,236,12091,291.0,
kenett,16,26,254,139,220,12107,359.0,
fe,16,26,73,320,0,12327,320.0,
rw,16,27,385,8,691,11636,699.0,
goni,16,27,344,49,239,12088,288.0,
kenett,16,27,250,143,224,12103,367.0,
fe,16,27,75,318,0,12327,318.0,
rw,16,28,387,6,716,11611,722.0,
goni,16,28,347,46,252,12075,298.0,
kenett,16,28,251,142,223,12104,365.0,
fe,16,28,76,317,0,12327,317.0,
rw,16,29,387,6,736,11591,742.0,
goni,16,29,349,44,259,12068,303.0,
kenett,16,29,251,142,223,12104,365.0,
fe,16,29,78,315,0,12327,315.0,
rw,16,30,388,5,753,11574,758.0,
goni,16,30,350,43,269,12058,312.0,
kenett,16,30,252,141,222,12105,363.0,
fe,16,30,81,312,0,12327,312.0,
rw,16,31,389,4,774,11553,778.0,
goni,16,31,353,40,283,12044,323.0,
kenett,16,31,257,136,217,12110,353.0,
fe,16,31,84,309,0,12327,309.0,
rw,16,32,390,3,792,11535,795.0,
goni,16,32,352,41,287,12040,328.0,
kenett,16,32,262,131,212,12115,343.0,
fe,16,32,86,307,0,12327,307.0,
rw,16,33,390,3,809,11518,812.0,
goni,16,33,358,35,292,12035,327.0,
kenett,16,33,266,127,208,12119,335.0,
fe,16,33,88,305,0,12327,305.0,
rw,16,34,390,3,827,11500,830.0,
goni,16,34,361,32,296,12031,328.0,
kenett,16,34,265,128,209,12118,337.0,
fe,16,34,91,302,0,12327,302.0,
rw,16,35,390,3,851,11476,854.0,
goni,16,35,360,33,308,12019,341.0,
kenett,16,35,264,129,210,12117,339.0,
fe,16,35,94,299,0,12327,299.0,
rw,16,36,390,3,870,11457,873.0,
goni,16,36,364,29,309,12018,338.0,
kenett,16,36,268,125,206,12121,331.0,
fe,16,36,97,296,0,12327,296.0,
rw,16,37,390,3,889,11438,892.0,
goni,16,37,367,26,318,12009,344.0,
kenett,16,37,263,130,211,12116,341.0,
fe,16,37,100,293,0,12327,293.0,
rw,16,38,391,2,907,11420,909.0,
goni,16,38,365,28,321,12006,349.0,
kenett,16,38,267,126,207,12120,333.0,
fe,16,38,101,292,0,12327,292.0,
rw,16,39,391,2,925,11402,927.0,
goni,16,39,367,26,327,12000,353.0,
kenett,16,39,266,127,208,12119,335.0,
fe,16,39,102,291,0,12327,291.0,
rw,16,40,391,2,946,11381,948.0,
goni,16,40,367,26,335,11992,361.0,
kenett,16,40,267,126,207,12120,333.0,
fe,16,40,105,288,0,12327,288.0,
rw,16,41,391,2,962,11365,964.0,
goni,16,41,369,24,346,11981,370.0,
kenett,16,41,272,121,202,12125,323.0,
fe,16,41,107,286,0,12327,286.0,
rw,16,42,391,2,979,11348,981.0,
goni,16,42,370,23,347,11980,370.0,
kenett,16,42,270,123,204,12123,327.0,
fe,16,42,110,283,0,12327,283.0,
rw,16,43,392,1,994,11333,995.0,
goni,16,43,370,23,353,11974,376.0,
kenett,16,43,274,119,200,12127,319.0,
fe,16,43,111,282,0,12327,282.0,
rw,16,44,392,1,1013,11314,1014.0,
goni,16,44,369,24,366,11961,390.0,
kenett,16,44,269,124,205,12122,329.0,
fe,16,44,114,279,0,12327,279.0,
rw,16,45,392,1,1034,11293,1035.0,
goni,16,45,370,23,375,11952,398.0,
kenett,16,45,265,128,209,12118,337.0,
fe,16,45,115,278,0,12327,278.0,
rw,16,46,393,0,1049,11278,1049.0,
goni,16,46,373,20,384,11943,404.0,
kenett,16,46,266,127,208,12119,335.0,
fe,16,46,117,276,0,12327,276.0,
rw,16,47,393,0,1064,11263,1064.0,
goni,16,47,376,17,387,11940,404.0,
kenett,16,47,266,127,208,12119,335.0,
fe,16,47,118,275,0,12327,275.0,
rw,16,48,393,0,1081,11246,1081.0,
goni,16,48,377,16,396,11931,412.0,
kenett,16,48,270,123,204,12123,327.0,
fe,16,48,119,274,0,12327,274.0,
rw,16,49,393,0,1098,11229,1098.0,
goni,16,49,376,17,399,11928,416.0,
kenett,16,49,267,126,207,12120,333.0,
fe,16,49,122,271,0,12327,271.0,
rw,16,50,393,0,1113,11214,1113.0,
goni,16,50,378,15,407,11920,422.0,
kenett,16,50,271,122,203,12124,325.0,
fe,16,50,124,269,0,12327,269.0,
rw,17,1,64,329,32,12295,361.0,
goni,17,1,8,385,1,12326,386.0,
kenett,17,1,13,380,221,12106,601.0,
fe,17,1,3,390,0,12327,390.0,
rw,17,2,124,269,54,12273,323.0,
goni,17,2,34,359,6,12321,365.0,
kenett,17,2,20,373,319,12008,692.0,
fe,17,2,6,387,0,12327,387.0,
rw,17,3,169,224,84,12243,308.0,
goni,17,3,61,332,9,12318,341.0,
kenett,17,3,15,378,378,11949,756.0,
fe,17,3,9,384,0,12327,384.0,
rw,17,4,207,186,110,12217,296.0,
goni,17,4,89,304,19,12308,323.0,
kenett,17,4,19,374,410,11917,784.0,
fe,17,4,12,381,0,12327,381.0,
rw,17,5,237,156,150,12177,306.0,
goni,17,5,108,285,30,12297,315.0,
kenett,17,5,17,376,433,11894,809.0,
fe,17,5,15,378,0,12327,378.0,
rw,17,6,260,133,183,12144,316.0,
goni,17,6,140,253,41,12286,294.0,
kenett,17,6,20,373,439,11888,812.0,
fe,17,6,17,376,0,12327,376.0,
rw,17,7,283,110,213,12114,323.0,
goni,17,7,150,243,45,12282,288.0,
kenett,17,7,32,361,436,11891,797.0,
fe,17,7,20,373,0,12327,373.0,
rw,17,8,300,93,238,12089,331.0,
goni,17,8,178,215,55,12272,270.0,
kenett,17,8,30,363,438,11889,801.0,
fe,17,8,23,370,0,12327,370.0,
rw,17,9,314,79,270,12057,349.0,
goni,17,9,201,192,64,12263,256.0,
kenett,17,9,34,359,434,11893,793.0,
fe,17,9,26,367,0,12327,367.0,
rw,17,10,327,66,293,12034,359.0,
goni,17,10,231,162,77,12250,239.0,
kenett,17,10,26,367,442,11885,809.0,
fe,17,10,28,365,0,12327,365.0,
rw,17,11,337,56,323,12004,379.0,
goni,17,11,246,147,93,12234,240.0,
kenett,17,11,24,369,444,11883,813.0,
fe,17,11,31,362,0,12327,362.0,
rw,17,12,344,49,351,11976,400.0,
goni,17,12,259,134,105,12222,239.0,
kenett,17,12,25,368,443,11884,811.0,
fe,17,12,34,359,0,12327,359.0,
rw,17,13,352,41,375,11952,416.0,
goni,17,13,271,122,117,12210,239.0,
kenett,17,13,44,349,427,11900,776.0,
fe,17,13,37,356,0,12327,356.0,
rw,17,14,357,36,401,11926,437.0,
goni,17,14,276,117,132,12195,249.0,
kenett,17,14,32,361,439,11888,800.0,
fe,17,14,40,353,0,12327,353.0,
rw,17,15,363,30,428,11899,458.0,
goni,17,15,282,111,137,12190,248.0,
kenett,17,15,24,369,447,11880,816.0,
fe,17,15,42,351,0,12327,351.0,
rw,17,16,367,26,450,11877,476.0,
goni,17,16,289,104,150,12177,254.0,
kenett,17,16,45,348,426,11901,774.0,
fe,17,16,45,348,0,12327,348.0,
rw,17,17,369,24,475,11852,499.0,
goni,17,17,298,95,166,12161,261.0,
kenett,17,17,48,345,423,11904,768.0,
fe,17,17,48,345,0,12327,345.0,
rw,17,18,372,21,506,11821,527.0,
goni,17,18,307,86,161,12166,247.0,
kenett,17,18,220,173,254,12073,427.0,
fe,17,18,49,344,0,12327,344.0,
rw,17,19,376,17,527,11800,544.0,
goni,17,19,314,79,165,12162,244.0,
kenett,17,19,227,166,247,12080,413.0,
fe,17,19,52,341,0,12327,341.0,
rw,17,20,378,15,553,11774,568.0,
goni,17,20,319,74,176,12151,250.0,
kenett,17,20,229,164,245,12082,409.0,
fe,17,20,54,339,0,12327,339.0,
rw,17,21,381,12,579,11748,591.0,
goni,17,21,319,74,190,12137,264.0,
kenett,17,21,245,148,229,12098,377.0,
fe,17,21,57,336,0,12327,336.0,
rw,17,22,383,10,606,11721,616.0,
goni,17,22,325,68,190,12137,258.0,
kenett,17,22,242,151,232,12095,383.0,
fe,17,22,60,333,0,12327,333.0,
rw,17,23,384,9,624,11703,633.0,
goni,17,23,329,64,205,12122,269.0,
kenett,17,23,241,152,233,12094,385.0,
fe,17,23,63,330,0,12327,330.0,
rw,17,24,385,8,645,11682,653.0,
goni,17,24,334,59,207,12120,266.0,
kenett,17,24,239,154,235,12092,389.0,
fe,17,24,64,329,0,12327,329.0,
rw,17,25,388,5,666,11661,671.0,
goni,17,25,339,54,227,12100,281.0,
kenett,17,25,232,161,242,12085,403.0,
fe,17,25,67,326,0,12327,326.0,
rw,17,26,388,5,690,11637,695.0,
goni,17,26,336,57,233,12094,290.0,
kenett,17,26,241,152,233,12094,385.0,
fe,17,26,70,323,0,12327,323.0,
rw,17,27,388,5,714,11613,719.0,
goni,17,27,343,50,241,12086,291.0,
kenett,17,27,249,144,225,12102,369.0,
fe,17,27,71,322,0,12327,322.0,
rw,17,28,389,4,736,11591,740.0,
goni,17,28,345,48,249,12078,297.0,
kenett,17,28,245,148,229,12098,377.0,
fe,17,28,73,320,0,12327,320.0,
rw,17,29,390,3,754,11573,757.0,
goni,17,29,345,48,254,12073,302.0,
kenett,17,29,255,138,219,12108,357.0,
fe,17,29,76,317,0,12327,317.0,
rw,17,30,390,3,770,11557,773.0,
goni,17,30,353,40,269,12058,309.0,
kenett,17,30,257,136,217,12110,353.0,
fe,17,30,77,316,0,12327,316.0,
rw,17,31,390,3,795,11532,798.0,
goni,17,31,354,39,275,12052,314.0,
kenett,17,31,250,143,224,12103,367.0,
fe,17,31,80,313,0,12327,313.0,
rw,17,32,390,3,806,11521,809.0,
goni,17,32,358,35,277,12050,312.0,
kenett,17,32,255,138,219,12108,357.0,
fe,17,32,82,311,0,12327,311.0,
rw,17,33,390,3,817,11510,820.0,
goni,17,33,360,33,283,12044,316.0,
kenett,17,33,256,137,218,12109,355.0,
fe,17,33,85,308,0,12327,308.0,
rw,17,34,391,2,837,11490,839.0,
goni,17,34,361,32,288,12039,320.0,
kenett,17,34,254,139,220,12107,359.0,
fe,17,34,87,306,0,12327,306.0,
rw,17,35,391,2,859,11468,861.0,
goni,17,35,365,28,300,12027,328.0,
kenett,17,35,269,124,205,12122,329.0,
fe,17,35,90,303,0,12327,303.0,
rw,17,36,391,2,873,11454,875.0,
goni,17,36,368,25,311,12016,336.0,
kenett,17,36,266,127,208,12119,335.0,
fe,17,36,92,301,0,12327,301.0,
rw,17,37,391,2,888,11439,890.0,
goni,17,37,369,24,311,12016,335.0,
kenett,17,37,269,124,205,12122,329.0,
fe,17,37,95,298,0,12327,298.0,
rw,17,38,392,1,904,11423,905.0,
goni,17,38,371,22,322,12005,344.0,
kenett,17,38,254,139,220,12107,359.0,
fe,17,38,98,295,0,12327,295.0,
rw,17,39,392,1,919,11408,920.0,
goni,17,39,372,21,336,11991,357.0,
kenett,17,39,260,133,214,12113,347.0,
fe,17,39,100,293,0,12327,293.0,
rw,17,40,392,1,934,11393,935.0,
goni,17,40,374,19,339,11988,358.0,
kenett,17,40,261,132,213,12114,345.0,
fe,17,40,101,292,0,12327,292.0,
rw,17,41,392,1,952,11375,953.0,
goni,17,41,374,19,352,11975,371.0,
kenett,17,41,267,126,207,12120,333.0,
fe,17,41,104,289,0,12327,289.0,
rw,17,42,392,1,965,11362,966.0,
goni,17,42,376,17,346,11981,363.0,
kenett,17,42,266,127,208,12119,335.0,
fe,17,42,106,287,0,12327,287.0,
rw,17,43,393,0,981,11346,981.0,
goni,17,43,377,16,358,11969,374.0,
kenett,17,43,276,117,198,12129,315.0,
fe,17,43,107,286,0,12327,286.0,
rw,17,44,393,0,995,11332,995.0,
goni,17,44,378,15,364,11963,379.0,
kenett,17,44,265,128,209,12118,337.0,
fe,17,44,108,285,0,12327,285.0,
rw,17,45,393,0,1012,11315,1012.0,
goni,17,45,378,15,369,11958,384.0,
kenett,17,45,272,121,202,12125,323.0,
fe,17,45,111,282,0,12327,282.0,
rw,17,46,393,0,1025,11302,1025.0,
goni,17,46,379,14,379,11948,393.0,
kenett,17,46,274,119,200,12127,319.0,
fe,17,46,113,280,0,12327,280.0,
rw,17,47,393,0,1036,11291,1036.0,
goni,17,47,379,14,385,11942,399.0,
kenett,17,47,274,119,200,12127,319.0,
fe,17,47,115,278,0,12327,278.0,
rw,17,48,393,0,1053,11274,1053.0,
goni,17,48,379,14,388,11939,402.0,
kenett,17,48,276,117,198,12129,315.0,
fe,17,48,116,277,0,12327,277.0,
rw,17,49,393,0,1064,11263,1064.0,
goni,17,49,381,12,394,11933,406.0,
kenett,17,49,278,115,196,12131,311.0,
fe,17,49,119,274,0,12327,274.0,
rw,17,50,393,0,1074,11253,1074.0,
goni,17,50,382,11,411,11916,422.0,
kenett,17,50,280,113,194,12133,307.0,
fe,17,50,119,274,0,12327,274.0,
rw,18,1,74,319,22,12305,341.0,
goni,18,1,8,385,1,12326,386.0,
kenett,18,1,12,381,204,12123,585.0,
fe,18,1,3,390,0,12327,390.0,
rw,18,2,132,261,50,12277,311.0,
goni,18,2,37,356,4,12323,360.0,
kenett,18,2,17,376,328,11999,704.0,
fe,18,2,6,387,0,12327,387.0,
rw,18,3,173,220,87,12240,307.0,
goni,18,3,64,329,8,12319,337.0,
kenett,18,3,14,379,397,11930,776.0,
fe,18,3,9,384,0,12327,384.0,
rw,18,4,202,191,121,12206,312.0,
goni,18,4,97,296,24,12303,320.0,
kenett,18,4,15,378,423,11904,801.0,
fe,18,4,11,382,0,12327,382.0,
rw,18,5,227,166,146,12181,312.0,
goni,18,5,129,264,40,12287,304.0,
kenett,18,5,14,379,433,11894,812.0,
fe,18,5,14,379,0,12327,379.0,
rw,18,6,253,140,171,12156,311.0,
goni,18,6,148,245,50,12277,295.0,
kenett,18,6,15,378,435,11892,813.0,
fe,18,6,17,376,0,12327,376.0,
rw,18,7,272,121,198,12129,319.0,
goni,18,7,172,221,61,12266,282.0,
kenett,18,7,17,376,439,11888,815.0,
fe,18,7,20,373,0,12327,373.0,
rw,18,8,299,94,225,12102,319.0,
goni,18,8,192,201,77,12250,278.0,
kenett,18,8,19,374,443,11884,817.0,
fe,18,8,23,370,0,12327,370.0,
rw,18,9,309,84,251,12076,335.0,
goni,18,9,211,182,85,12242,267.0,
kenett,18,9,22,371,440,11887,811.0,
fe,18,9,25,368,0,12327,368.0,
rw,18,10,318,75,274,12053,349.0,
goni,18,10,228,165,96,12231,261.0,
kenett,18,10,17,376,445,11882,821.0,
fe,18,10,27,366,0,12327,366.0,
rw,18,11,329,64,301,12026,365.0,
goni,18,11,252,141,106,12221,247.0,
kenett,18,11,21,372,444,11883,816.0,
fe,18,11,30,363,0,12327,363.0,
rw,18,12,339,54,325,12002,379.0,
goni,18,12,266,127,116,12211,243.0,
kenett,18,12,49,344,419,11908,763.0,
fe,18,12,33,360,0,12327,360.0,
rw,18,13,350,43,358,11969,401.0,
goni,18,13,276,117,135,12192,252.0,
kenett,18,13,50,343,421,11906,764.0,
fe,18,13,36,357,0,12327,357.0,
rw,18,14,354,39,386,11941,425.0,
goni,18,14,282,111,149,12178,260.0,
kenett,18,14,201,192,273,12054,465.0,
fe,18,14,39,354,0,12327,354.0,
rw,18,15,357,36,406,11921,442.0,
goni,18,15,290,103,155,12172,258.0,
kenett,18,15,200,193,274,12053,467.0,
fe,18,15,41,352,0,12327,352.0,
rw,18,16,364,29,434,11893,463.0,
goni,18,16,296,97,166,12161,263.0,
kenett,18,16,208,185,266,12061,451.0,
fe,18,16,44,349,0,12327,349.0,
rw,18,17,370,23,462,11865,485.0,
goni,18,17,307,86,171,12156,257.0,
kenett,18,17,213,180,261,12066,441.0,
fe,18,17,46,347,0,12327,347.0,
rw,18,18,372,21,490,11837,511.0,
goni,18,18,309,84,175,12152,259.0,
kenett,18,18,227,166,247,12080,413.0,
fe,18,18,49,344,0,12327,344.0,
rw,18,19,373,20,520,11807,540.0,
goni,18,19,315,78,181,12146,259.0,
kenett,18,19,236,157,238,12089,395.0,
fe,18,19,52,341,0,12327,341.0,
rw,18,20,376,17,537,11790,554.0,
goni,18,20,324,69,187,12140,256.0,
kenett,18,20,234,159,240,12087,399.0,
fe,18,20,55,338,0,12327,338.0,
rw,18,21,380,13,558,11769,571.0,
goni,18,21,327,66,194,12133,260.0,
kenett,18,21,236,157,238,12089,395.0,
fe,18,21,58,335,0,12327,335.0,
rw,18,22,381,12,571,11756,583.0,
goni,18,22,332,61,199,12128,260.0,
kenett,18,22,243,150,231,12096,381.0,
fe,18,22,61,332,0,12327,332.0,
rw,18,23,381,12,593,11734,605.0,
goni,18,23,333,60,213,12114,273.0,
kenett,18,23,240,153,234,12093,387.0,
fe,18,23,64,329,0,12327,329.0,
rw,18,24,383,10,616,11711,626.0,
goni,18,24,339,54,226,12101,280.0,
kenett,18,24,239,154,235,12092,389.0,
fe,18,24,67,326,0,12327,326.0,
rw,18,25,384,9,635,11692,644.0,
goni,18,25,350,43,238,12089,281.0,
kenett,18,25,244,149,230,12097,379.0,
fe,18,25,70,323,0,12327,323.0,
rw,18,26,385,8,648,11679,656.0,
goni,18,26,351,42,246,12081,288.0,
kenett,18,26,260,133,214,12113,347.0,
fe,18,26,73,320,0,12327,320.0,
rw,18,27,385,8,669,11658,677.0,
goni,18,27,354,39,255,12072,294.0,
kenett,18,27,252,141,222,12105,363.0,
fe,18,27,75,318,0,12327,318.0,
rw,18,28,386,7,697,11630,704.0,
goni,18,28,359,34,273,12054,307.0,
kenett,18,28,255,138,219,12108,357.0,
fe,18,28,76,317,0,12327,317.0,
rw,18,29,386,7,718,11609,725.0,
goni,18,29,359,34,275,12052,309.0,
kenett,18,29,255,138,219,12108,357.0,
fe,18,29,79,314,0,12327,314.0,
rw,18,30,386,7,743,11584,750.0,
goni,18,30,361,32,278,12049,310.0,
kenett,18,30,263,130,211,12116,341.0,
fe,18,30,81,312,0,12327,312.0,
rw,18,31,387,6,768,11559,774.0,
goni,18,31,362,31,283,12044,314.0,
kenett,18,31,262,131,212,12115,343.0,
fe,18,31,84,309,0,12327,309.0,
rw,18,32,388,5,787,11540,792.0,
goni,18,32,364,29,289,12038,318.0,
kenett,18,32,261,132,213,12114,345.0,
fe,18,32,86,307,0,12327,307.0,
rw,18,33,388,5,798,11529,803.0,
goni,18,33,364,29,294,12033,323.0,
kenett,18,33,262,131,212,12115,343.0,
fe,18,33,87,306,0,12327,306.0,
rw,18,34,388,5,816,11511,821.0,
goni,18,34,368,25,294,12033,319.0,
kenett,18,34,262,131,212,12115,343.0,
fe,18,34,89,304,0,12327,304.0,
rw,18,35,390,3,831,11496,834.0,
goni,18,35,368,25,296,12031,321.0,
kenett,18,35,266,127,208,12119,335.0,
fe,18,35,91,302,0,12327,302.0,
rw,18,36,390,3,851,11476,854.0,
goni,18,36,368,25,303,12024,328.0,
kenett,18,36,262,131,212,12115,343.0,
fe,18,36,93,300,0,12327,300.0,
rw,18,37,390,3,872,11455,875.0,
goni,18,37,370,23,306,12021,329.0,
kenett,18,37,256,137,218,12109,355.0,
fe,18,37,96,297,0,12327,297.0,
rw,18,38,391,2,899,11428,901.0,
goni,18,38,371,22,321,12006,343.0,
kenett,18,38,256,137,218,12109,355.0,
fe,18,38,98,295,0,12327,295.0,
rw,18,39,391,2,920,11407,922.0,
goni,18,39,372,21,331,11996,352.0,
kenett,18,39,258,135,216,12111,351.0,
fe,18,39,101,292,0,12327,292.0,
rw,18,40,392,1,941,11386,942.0,
goni,18,40,372,21,338,11989,359.0,
kenett,18,40,258,135,216,12111,351.0,
fe,18,40,104,289,0,12327,289.0,
rw,18,41,392,1,955,11372,956.0,
goni,18,41,375,18,352,11975,370.0,
kenett,18,41,262,131,212,12115,343.0,
fe,18,41,107,286,0,12327,286.0,
rw,18,42,392,1,983,11344,984.0,
goni,18,42,377,16,362,11965,378.0,
kenett,18,42,262,131,212,12115,343.0,
fe,18,42,108,285,0,12327,285.0,
rw,18,43,393,0,1004,11323,1004.0,
goni,18,43,378,15,371,11956,386.0,
kenett,18,43,265,128,209,12118,337.0,
fe,18,43,110,283,0,12327,283.0,
rw,18,44,393,0,1014,11313,1014.0,
goni,18,44,376,17,383,11944,400.0,
kenett,18,44,262,131,212,12115,343.0,
fe,18,44,112,281,0,12327,281.0,
rw,18,45,393,0,1030,11297,1030.0,
goni,18,45,378,15,388,11939,403.0,
kenett,18,45,263,130,211,12116,341.0,
fe,18,45,115,278,0,12327,278.0,
rw,18,46,393,0,1048,11279,1048.0,
goni,18,46,379,14,401,11926,415.0,
kenett,18,46,261,132,213,12114,345.0,
fe,18,46,117,276,0,12327,276.0,
rw,18,47,393,0,1072,11255,1072.0,
goni,18,47,377,16,403,11924,419.0,
kenett,18,47,268,125,206,12121,331.0,
fe,18,47,119,274,0,12327,274.0,
rw,18,48,393,0,1083,11244,1083.0,
goni,18,48,378,15,402,11925,417.0,
kenett,18,48,266,127,208,12119,335.0,
fe,18,48,122,271,0,12327,271.0,
rw,18,49,393,0,1101,11226,1101.0,
goni,18,49,379,14,400,11927,414.0,
kenett,18,49,266,127,208,12119,335.0,
fe,18,49,123,270,0,12327,270.0,
rw,18,50,393,0,1120,11207,1120.0,
goni,18,50,381,12,404,11923,416.0,
kenett,18,50,266,127,208,12119,335.0,
fe,18,50,124,269,0,12327,269.0,
rw,19,1,61,332,37,12290,369.0,
goni,19,1,6,387,1,12326,388.0,
kenett,19,1,10,383,209,12118,592.0,
fe,19,1,3,390,0,12327,390.0,
rw,19,2,111,282,73,12254,355.0,
goni,19,2,23,370,8,12319,378.0,
kenett,19,2,16,377,308,12019,685.0,
fe,19,2,6,387,0,12327,387.0,
rw,19,3,155,238,105,12222,343.0,
goni,19,3,52,341,14,12313,355.0,
kenett,19,3,15,378,372,11955,750.0,
fe,19,3,8,385,0,12327,385.0,
rw,19,4,192,201,134,12193,335.0,
goni,19,4,80,313,22,12305,335.0,
kenett,19,4,21,372,396,11931,768.0,
fe,19,4,11,382,0,12327,382.0,
rw,19,5,232,161,163,12164,324.0,
goni,19,5,110,283,33,12294,316.0,
kenett,19,5,19,374,425,11902,799.0,
fe,19,5,14,379,0,12327,379.0,
rw,19,6,259,134,190,12137,324.0,
goni,19,6,135,258,47,12280,305.0,
kenett,19,6,22,371,422,11905,793.0,
fe,19,6,16,377,0,12327,377.0,
rw,19,7,280,113,225,12102,338.0,
goni,19,7,156,237,57,12270,294.0,
kenett,19,7,24,369,438,11889,807.0,
fe,19,7,19,374,0,12327,374.0,
rw,19,8,299,94,255,12072,349.0,
goni,19,8,178,215,70,12257,285.0,
kenett,19,8,20,373,445,11882,818.0,
fe,19,8,22,371,0,12327,371.0,
rw,19,9,313,80,289,12038,369.0,
goni,19,9,190,203,90,12237,293.0,
kenett,19,9,32,361,439,11888,800.0,
fe,19,9,25,368,0,12327,368.0,
rw,19,10,326,67,309,12018,376.0,
goni,19,10,215,178,102,12225,280.0,
kenett,19,10,28,365,443,11884,808.0,
fe,19,10,28,365,0,12327,365.0,
rw,19,11,336,57,331,11996,388.0,
goni,19,11,231,162,116,12211,278.0,
kenett,19,11,24,369,447,11880,816.0,
fe,19,11,31,362,0,12327,362.0,
rw,19,12,345,48,362,11965,410.0,
goni,19,12,251,142,129,12198,271.0,
kenett,19,12,35,358,436,11891,794.0,
