method,simnum,subjects,hit,miss,fa,cr,cost,startseed
kenett,21,7,21,372,438,11889,810,
fe,21,7,21,372,0,12327,372,
rw,21,8,292,101,237,12090,338,
goni,21,8,193,200,87,12240,287,
kenett,21,8,13,380,449,11878,829,
fe,21,8,24,369,0,12327,369,
rw,21,9,309,84,261,12066,345,
goni,21,9,223,170,114,12213,284,
kenett,21,9,15,378,450,11877,828,
fe,21,9,27,366,0,12327,366,
rw,21,10,325,68,291,12036,359,
goni,21,10,235,158,130,12197,288,
kenett,21,10,18,375,450,11877,825,
fe,21,10,30,363,0,12327,363,
rw,21,11,333,60,316,12011,376,
goni,21,11,254,139,129,12198,268,
kenett,21,11,28,365,443,11884,808,
fe,21,11,33,360,0,12327,360,
rw,21,12,338,55,352,11975,407,
goni,21,12,260,133,147,12180,280,
kenett,21,12,41,352,430,11897,782,
fe,21,12,35,358,0,12327,358,
rw,21,13,347,46,384,11943,430,
goni,21,13,258,135,159,12168,294,
kenett,21,13,195,198,279,12048,477,
fe,21,13,37,356,0,12327,356,
rw,21,14,353,40,410,11917,450,
goni,21,14,275,118,169,12158,287,
kenett,21,14,207,186,267,12060,453,
fe,21,14,40,353,0,12327,353,
rw,21,15,358,35,433,11894,468,
goni,21,15,282,111,173,12154,284,
kenett,21,15,199,194,275,12052,469,
fe,21,15,43,350,0,12327,350,
rw,21,16,365,28,458,11869,486,
goni,21,16,288,105,192,12135,297,
kenett,21,16,211,182,263,12064,445,
fe,21,16,45,348,0,12327,348,
rw,21,17,366,27,490,11837,517,
goni,21,17,292,101,192,12135,293,
kenett,21,17,217,176,257,12070,433,
fe,21,17,48,345,0,12327,345,
rw,21,18,372,21,513,11814,534,
goni,21,18,304,89,209,12118,298,
kenett,21,18,220,173,254,12073,427,
fe,21,18,51,342,0,12327,342,
rw,21,19,374,19,529,11798,548,
goni,21,19,317,76,207,12120,283,
kenett,21,19,228,165,246,12081,411,
fe,21,19,53,340,0,12327,340,
rw,21,20,378,15,555,11772,570,
goni,21,20,322,71,209,12118,280,
kenett,21,20,231,162,243,12084,405,
fe,21,20,56,337,0,12327,337,
rw,21,21,379,14,587,11740,601,
goni,21,21,327,66,221,12106,287,
kenett,21,21,241,152,233,12094,385,
fe,21,21,58,335,0,12327,335,
rw,21,22,379,14,606,11721,620,
goni,21,22,330,63,228,12099,291,
kenett,21,22,236,157,238,12089,395,
fe,21,22,60,333,0,12327,333,
rw,21,23,381,12,630,11697,642,
goni,21,23,334,59,240,12087,299,
kenett,21,23,238,155,236,12091,391,
fe,21,23,63,330,0,12327,330,
rw,21,24,382,11,649,11678,660,
goni,21,24,337,56,239,12088,295,
kenett,21,24,244,149,230,12097,379,
fe,21,24,66,327,0,12327,327,
rw,21,25,382,11,670,11657,681,
goni,21,25,347,46,248,12079,294,
kenett,21,25,252,141,222,12105,363,
fe,21,25,68,325,0,12327,325,
rw,21,26,383,10,692,11635,702,
goni,21,26,352,41,259,12068,300,
kenett,21,26,250,143,224,12103,367,
fe,21,26,71,322,0,12327,322,
rw,21,27,385,8,707,11620,715,
goni,21,27,353,40,258,12069,298,
kenett,21,27,243,150,231,12096,381,
fe,21,27,74,319,0,12327,319,
rw,21,28,386,7,731,11596,738,
goni,21,28,358,35,271,12056,306,
kenett,21,28,255,138,219,12108,357,
fe,21,28,76,317,0,12327,317,
rw,21,29,386,7,749,11578,756,
goni,21,29,358,35,276,12051,311,
kenett,21,29,249,144,225,12102,369,
fe,21,29,79,314,0,12327,314,
rw,21,30,386,7,769,11558,776,
goni,21,30,358,35,276,12051,311,
kenett,21,30,254,139,220,12107,359,
fe,21,30,81,312,0,12327,312,
rw,21,31,387,6,796,11531,802,
goni,21,31,362,31,289,12038,320,
kenett,21,31,248,145,226,12101,371,
fe,21,31,84,309,0,12327,309,
rw,21,32,389,4,818,11509,822,
goni,21,32,363,30,294,12033,324,
kenett,21,32,263,130,211,12116,341,
fe,21,32,86,307,0,12327,307,
rw,21,33,389,4,837,11490,841,
goni,21,33,365,28,312,12015,340,
kenett,21,33,261,132,213,12114,345,
fe,21,33,88,305,0,12327,305,
rw,21,34,389,4,855,11472,859,
goni,21,34,370,23,315,12012,338,
kenett,21,34,263,130,211,12116,341,
fe,21,34,90,303,0,12327,303,
rw,21,35,390,3,874,11453,877,
goni,21,35,368,25,315,12012,340,
kenett,21,35,269,124,205,12122,329,
fe,21,35,93,300,0,12327,300,
rw,21,36,390,3,894,11433,897,
goni,21,36,373,20,321,12006,341,
kenett,21,36,268,125,206,12121,331,
fe,21,36,95,298,0,12327,298,
rw,21,37,390,3,914,11413,917,
goni,21,37,375,18,330,11997,348,
kenett,21,37,274,119,200,12127,319,
fe,21,37,98,295,0,12327,295,
rw,21,38,391,2,933,11394,935,
goni,21,38,376,17,332,11995,349,
kenett,21,38,269,124,205,12122,329,
fe,21,38,101,292,0,12327,292,
rw,21,39,391,2,953,11374,955,
goni,21,39,378,15,342,11985,357,
kenett,21,39,268,125,206,12121,331,
fe,21,39,102,291,0,12327,291,
rw,21,40,391,2,975,11352,977,
goni,21,40,377,16,345,11982,361,
kenett,21,40,267,126,207,12120,333,
fe,21,40,104,289,0,12327,289,
rw,21,41,391,2,993,11334,995,
goni,21,41,378,15,352,11975,367,
kenett,21,41,265,128,209,12118,337,
fe,21,41,106,287,0,12327,287,
rw,21,42,391,2,1011,11316,1013,
goni,21,42,379,14,364,11963,378,
kenett,21,42,273,120,201,12126,321,
fe,21,42,108,285,0,12327,285,
rw,21,43,391,2,1029,11298,1031,
goni,21,43,380,13,366,11961,379,
kenett,21,43,272,121,202,12125,323,
fe,21,43,109,284,0,12327,284,
rw,21,44,391,2,1043,11284,1045,
goni,21,44,380,13,370,11957,383,
kenett,21,44,269,124,205,12122,329,
fe,21,44,112,281,0,12327,281,
rw,21,45,391,2,1063,11264,1065,
goni,21,45,381,12,374,11953,386,
kenett,21,45,269,124,205,12122,329,
fe,21,45,115,278,0,12327,278,
rw,21,46,391,2,1081,11246,1083,
goni,21,46,381,12,378,11949,390,
kenett,21,46,277,116,197,12130,313,
fe,21,46,118,275,0,12327,275,
rw,21,47,391,2,1092,11235,1094,
goni,21,47,382,11,385,11942,396,
kenett,21,47,275,118,199,12128,317,
fe,21,47,119,274,0,12327,274,
rw,21,48,392,1,1107,11220,1108,
goni,21,48,384,9,394,11933,403,
kenett,21,48,270,123,204,12123,327,
fe,21,48,120,273,0,12327,273,
rw,21,49,392,1,1125,11202,1126,
goni,21,49,383,10,397,11930,407,
kenett,21,49,277,116,197,12130,313,
fe,21,49,123,270,0,12327,270,
rw,21,50,392,1,1150,11177,1151,
goni,21,50,384,9,402,11925,411,
kenett,21,50,270,123,204,12123,327,
fe,21,50,124,269,0,12327,269,
rw,22,1,62,331,36,12291,367,
goni,22,1,3,390,1,12326,391,
kenett,22,1,11,382,238,12089,620,
fe,22,1,3,390,0,12327,390,
rw,22,2,118,275,71,12256,346,
goni,22,2,25,368,8,12319,376,
kenett,22,2,18,375,321,12006,696,
fe,22,2,6,387,0,12327,387,
rw,22,3,165,228,98,12229,326,
goni,22,3,59,334,21,12306,355,
kenett,22,3,19,374,371,11956,745,
fe,22,3,9,384,0,12327,384,
rw,22,4,205,188,123,12204,311,
goni,22,4,96,297,26,12301,323,
kenett,22,4,15,378,402,11925,780,
fe,22,4,12,381,0,12327,381,
rw,22,5,225,168,147,12180,315,
goni,22,5,117,276,36,12291,312,
kenett,22,5,17,376,400,11927,776,
fe,22,5,15,378,0,12327,378,
rw,22,6,246,147,173,12154,320,
goni,22,6,135,258,47,12280,305,
kenett,22,6,16,377,410,11917,787,
fe,22,6,18,375,0,12327,375,
rw,22,7,273,120,203,12124,323,
goni,22,7,168,225,66,12261,291,
kenett,22,7,17,376,427,11900,803,
fe,22,7,21,372,0,12327,372,
rw,22,8,294,99,237,12090,336,
goni,22,8,184,209,70,12257,279,
kenett,22,8,16,377,440,11887,817,
fe,22,8,24,369,0,12327,369,
rw,22,9,313,80,265,12062,345,
goni,22,9,196,197,82,12245,279,
kenett,22,9,16,377,443,11884,820,
fe,22,9,26,367,0,12327,367,
rw,22,10,328,65,296,12031,361,
goni,22,10,211,182,91,12236,273,
kenett,22,10,16,377,446,11881,823,
fe,22,10,29,364,0,12327,364,
rw,22,11,340,53,318,12009,371,
goni,22,11,232,161,106,12221,267,
kenett,22,11,35,358,436,11891,794,
fe,22,11,32,361,0,12327,361,
rw,22,12,350,43,346,11981,389,
goni,22,12,242,151,122,12205,273,
kenett,22,12,174,219,300,12027,519,
fe,22,12,34,359,0,12327,359,
rw,22,13,356,37,367,11960,404,
goni,22,13,251,142,134,12193,276,
kenett,22,13,186,207,288,12039,495,
fe,22,13,37,356,0,12327,356,
rw,22,14,357,36,395,11932,431,
goni,22,14,272,121,143,12184,264,
kenett,22,14,194,199,280,12047,479,
fe,22,14,40,353,0,12327,353,
rw,22,15,364,29,422,11905,451,
goni,22,15,283,110,155,12172,265,
kenett,22,15,204,189,270,12057,459,
fe,22,15,41,352,0,12327,352,
rw,22,16,367,26,448,11879,474,
goni,22,16,296,97,164,12163,261,
kenett,22,16,209,184,265,12062,449,
fe,22,16,44,349,0,12327,349,
rw,22,17,368,25,471,11856,496,
goni,22,17,302,91,172,12155,263,
kenett,22,17,214,179,260,12067,439,
fe,22,17,47,346,0,12327,346,
rw,22,18,374,19,490,11837,509,
goni,22,18,309,84,176,12151,260,
kenett,22,18,213,180,261,12066,441,
fe,22,18,50,343,0,12327,343,
rw,22,19,375,18,508,11819,526,
goni,22,19,314,79,189,12138,268,
kenett,22,19,223,170,251,12076,421,
fe,22,19,53,340,0,12327,340,
rw,22,20,376,17,527,11800,544,
goni,22,20,327,66,208,12119,274,
kenett,22,20,219,174,255,12072,429,
fe,22,20,56,337,0,12327,337,
rw,22,21,379,14,546,11781,560,
goni,22,21,329,64,224,12103,288,
kenett,22,21,219,174,255,12072,429,
fe,22,21,59,334,0,12327,334,
rw,22,22,382,11,568,11759,579,
goni,22,22,331,62,224,12103,286,
kenett,22,22,228,165,246,12081,411,
fe,22,22,62,331,0,12327,331,
rw,22,23,383,10,590,11737,600,
goni,22,23,334,59,233,12094,292,
kenett,22,23,226,167,248,12079,415,
fe,22,23,63,330,0,12327,330,
rw,22,24,383,10,619,11708,629,
goni,22,24,336,57,243,12084,300,
kenett,22,24,239,154,235,12092,389,
fe,22,24,65,328,0,12327,328,
rw,22,25,386,7,640,11687,647,
goni,22,25,347,46,257,12070,303,
kenett,22,25,237,156,237,12090,393,
fe,22,25,66,327,0,12327,327,
rw,22,26,388,5,656,11671,661,
goni,22,26,350,43,258,12069,301,
kenett,22,26,229,164,245,12082,409,
fe,22,26,69,324,0,12327,324,
rw,22,27,388,5,687,11640,692,
goni,22,27,351,42,262,12065,304,
kenett,22,27,237,156,237,12090,393,
fe,22,27,71,322,0,12327,322,
rw,22,28,389,4,702,11625,706,
goni,22,28,353,40,276,12051,316,
kenett,22,28,235,158,239,12088,397,
fe,22,28,73,320,0,12327,320,
rw,22,29,390,3,720,11607,723,
goni,22,29,351,42,273,12054,315,
kenett,22,29,237,156,237,12090,393,
fe,22,29,75,318,0,12327,318,
rw,22,30,390,3,737,11590,740,
goni,22,30,353,40,277,12050,317,
kenett,22,30,241,152,233,12094,385,
fe,22,30,78,315,0,12327,315,
rw,22,31,390,3,758,11569,761,
goni,22,31,356,37,283,12044,320,
kenett,22,31,236,157,238,12089,395,
fe,22,31,81,312,0,12327,312,
rw,22,32,390,3,783,11544,786,
goni,22,32,358,35,288,12039,323,
kenett,22,32,249,144,225,12102,369,
fe,22,32,84,309,0,12327,309,
rw,22,33,390,3,805,11522,808,
goni,22,33,361,32,299,12028,331,
kenett,22,33,242,151,232,12095,383,
fe,22,33,85,308,0,12327,308,
rw,22,34,390,3,824,11503,827,
goni,22,34,361,32,313,12014,345,
kenett,22,34,238,155,236,12091,391,
fe,22,34,88,305,0,12327,305,
rw,22,35,390,3,846,11481,849,
goni,22,35,362,31,333,11994,364,
kenett,22,35,249,144,225,12102,369,
fe,22,35,91,302,0,12327,302,
rw,22,36,391,2,865,11462,867,
goni,22,36,364,29,340,11987,369,
kenett,22,36,246,147,228,12099,375,
fe,22,36,93,300,0,12327,300,
rw,22,37,391,2,880,11447,882,
goni,22,37,367,26,343,11984,369,
kenett,22,37,247,146,227,12100,373,
fe,22,37,96,297,0,12327,297,
rw,22,38,391,2,899,11428,901,
goni,22,38,370,23,349,11978,372,
kenett,22,38,251,142,223,12104,365,
fe,22,38,99,294,0,12327,294,
rw,22,39,391,2,913,11414,915,
goni,22,39,369,24,356,11971,380,
kenett,22,39,257,136,217,12110,353,
fe,22,39,102,291,0,12327,291,
rw,22,40,391,2,938,11389,940,
goni,22,40,371,22,365,11962,387,
kenett,22,40,251,142,223,12104,365,
fe,22,40,105,288,0,12327,288,
rw,22,41,392,1,958,11369,959,
goni,22,41,373,20,362,11965,382,
kenett,22,41,255,138,219,12108,357,
fe,22,41,107,286,0,12327,286,
rw,22,42,393,0,982,11345,982,
goni,22,42,373,20,369,11958,389,
kenett,22,42,250,143,224,12103,367,
fe,22,42,109,284,0,12327,284,
rw,22,43,393,0,993,11334,993,
goni,22,43,375,18,369,11958,387,
kenett,22,43,247,146,227,12100,373,
fe,22,43,111,282,0,12327,282,
rw,22,44,393,0,1010,11317,1010,
goni,22,44,376,17,375,11952,392,
kenett,22,44,250,143,224,12103,367,
fe,22,44,113,280,0,12327,280,
rw,22,45,393,0,1020,11307,1020,
goni,22,45,377,16,386,11941,402,
kenett,22,45,254,139,220,12107,359,
fe,22,45,115,278,0,12327,278,
rw,22,46,393,0,1032,11295,1032,
goni,22,46,379,14,390,11937,404,
kenett,22,46,254,139,220,12107,359,
fe,22,46,118,275,0,12327,275,
rw,22,47,393,0,1048,11279,1048,
goni,22,47,381,12,391,11936,403,
kenett,22,47,252,141,222,12105,363,
fe,22,47,121,272,0,12327,272,
rw,22,48,393,0,1066,11261,1066,
goni,22,48,382,11,399,11928,410,
kenett,22,48,260,133,214,12113,347,
fe,22,48,123,270,0,12327,270,
rw,22,49,393,0,1087,11240,1087,
goni,22,49,383,10,403,11924,413,
kenett,22,49,257,136,217,12110,353,
fe,22,49,124,269,0,12327,269,
rw,22,50,393,0,1095,11232,1095,
goni,22,50,384,9,404,11923,413,
kenett,22,50,264,129,210,12117,339,
fe,22,50,125,268,0,12327,268,
rw,23,1,65,328,31,12296,359,
goni,23,1,8,385,0,12327,385,
kenett,23,1,10,383,221,12106,604,
fe,23,1,3,390,0,12327,390,
rw,23,2,118,275,67,12260,342,
goni,23,2,26,367,1,12326,368,
kenett,23,2,16,377,332,11995,709,
fe,23,2,6,387,0,12327,387,
rw,23,3,159,234,101,12226,335,
goni,23,3,51,342,7,12320,349,
kenett,23,3,15,378,381,11946,759,
fe,23,3,9,384,0,12327,384,
rw,23,4,192,201,138,12189,339,
goni,23,4,73,320,18,12309,338,
kenett,23,4,18,375,384,11943,759,
fe,23,4,12,381,0,12327,381,
rw,23,5,223,170,167,12160,337,
goni,23,5,101,292,28,12299,320,
kenett,23,5,21,372,402,11925,774,
fe,23,5,15,378,0,12327,378,
rw,23,6,242,151,205,12122,356,
goni,23,6,131,262,38,12289,300,
kenett,23,6,17,376,424,11903,800,
fe,23,6,18,375,0,12327,375,
rw,23,7,272,121,226,12101,347,
goni,23,7,161,232,61,12266,293,
kenett,23,7,21,372,423,11904,795,
fe,23,7,21,372,0,12327,372,
rw,23,8,290,103,259,12068,362,
goni,23,8,189,204,74,12253,278,
kenett,23,8,18,375,435,11892,810,
fe,23,8,24,369,0,12327,369,
rw,23,9,307,86,289,12038,375,
goni,23,9,212,181,89,12238,270,
kenett,23,9,18,375,438,11889,813,
fe,23,9,27,366,0,12327,366,
rw,23,10,321,72,304,12023,376,
goni,23,10,231,162,108,12219,270,
kenett,23,10,20,373,436,11891,809,
fe,23,10,30,363,0,12327,363,
rw,23,11,331,62,331,11996,393,
goni,23,11,243,150,123,12204,273,
kenett,23,11,19,374,446,11881,820,
fe,23,11,32,361,0,12327,361,
rw,23,12,338,55,364,11963,419,
goni,23,12,248,145,140,12187,285,
kenett,23,12,21,372,447,11880,819,
fe,23,12,34,359,0,12327,359,
rw,23,13,346,47,392,11935,439,
goni,23,13,271,122,146,12181,268,
kenett,23,13,25,368,443,11884,811,
fe,23,13,37,356,0,12327,356,
rw,23,14,349,44,421,11906,465,
goni,23,14,275,118,149,12178,267,
kenett,23,14,32,361,439,11888,800,
fe,23,14,39,354,0,12327,354,
rw,23,15,353,40,447,11880,487,
goni,23,15,285,108,145,12182,253,
kenett,23,15,19,374,452,11875,826,
fe,23,15,42,351,0,12327,351,
rw,23,16,359,34,468,11859,502,
goni,23,16,290,103,161,12166,264,
kenett,23,16,22,371,449,11878,820,
fe,23,16,43,350,0,12327,350,
rw,23,17,365,28,490,11837,518,
goni,23,17,298,95,162,12165,257,
kenett,23,17,208,185,266,12061,451,
fe,23,17,46,347,0,12327,347,
rw,23,18,371,22,516,11811,538,
goni,23,18,307,86,174,12153,260,
kenett,23,18,218,175,256,12071,431,
fe,23,18,49,344,0,12327,344,
rw,23,19,375,18,535,11792,553,
goni,23,19,315,78,190,12137,268,
kenett,23,19,215,178,259,12068,437,
fe,23,19,52,341,0,12327,341,
rw,23,20,380,13,554,11773,567,
goni,23,20,325,68,194,12133,262,
kenett,23,20,221,172,253,12074,425,
fe,23,20,55,338,0,12327,338,
rw,23,21,380,13,568,11759,581,
goni,23,21,323,70,206,12121,276,
kenett,23,21,227,166,247,12080,413,
fe,23,21,58,335,0,12327,335,
rw,23,22,381,12,592,11735,604,
goni,23,22,324,69,216,12111,285,
kenett,23,22,222,171,252,12075,423,
fe,23,22,61,332,0,12327,332,
rw,23,23,382,11,614,11713,625,
goni,23,23,328,65,224,12103,289,
kenett,23,23,229,164,245,12082,409,
fe,23,23,64,329,0,12327,329,
rw,23,24,383,10,643,11684,653,
goni,23,24,329,64,240,12087,304,
kenett,23,24,230,163,244,12083,407,
fe,23,24,67,326,0,12327,326,
rw,23,25,384,9,661,11666,670,
goni,23,25,336,57,246,12081,303,
kenett,23,25,233,160,241,12086,401,
fe,23,25,69,324,0,12327,324,
rw,23,26,385,8,688,11639,696,
goni,23,26,339,54,246,12081,300,
kenett,23,26,243,150,231,12096,381,
fe,23,26,72,321,0,12327,321,
rw,23,27,385,8,713,11614,721,
goni,23,27,340,53,257,12070,310,
kenett,23,27,249,144,225,12102,369,
fe,23,27,74,319,0,12327,319,
rw,23,28,386,7,737,11590,744,
goni,23,28,344,49,271,12056,320,
kenett,23,28,249,144,225,12102,369,
fe,23,28,77,316,0,12327,316,
rw,23,29,386,7,760,11567,767,
goni,23,29,344,49,278,12049,327,
kenett,23,29,260,133,214,12113,347,
fe,23,29,78,315,0,12327,315,
rw,23,30,387,6,783,11544,789,
goni,23,30,348,45,292,12035,337,
kenett,23,30,254,139,220,12107,359,
fe,23,30,81,312,0,12327,312,
rw,23,31,388,5,808,11519,813,
goni,23,31,352,41,308,12019,349,
kenett,23,31,255,138,219,12108,357,
fe,23,31,83,310,0,12327,310,
rw,23,32,389,4,832,11495,836,
goni,23,32,351,42,311,12016,353,
kenett,23,32,250,143,224,12103,367,
fe,23,32,85,308,0,12327,308,
rw,23,33,389,4,845,11482,849,
goni,23,33,354,39,311,12016,350,
kenett,23,33,253,140,221,12106,361,
fe,23,33,88,305,0,12327,305,
rw,23,34,389,4,864,11463,868,
goni,23,34,361,32,314,12013,346,
kenett,23,34,255,138,219,12108,357,
fe,23,34,89,304,0,12327,304,
rw,23,35,389,4,880,11447,884,
goni,23,35,360,33,319,12008,352,
kenett,23,35,255,138,219,12108,357,
fe,23,35,91,302,0,12327,302,
rw,23,36,389,4,904,11423,908,
goni,23,36,364,29,321,12006,350,
kenett,23,36,248,145,226,12101,371,
fe,23,36,93,300,0,12327,300,
rw,23,37,390,3,922,11405,925,
goni,23,37,368,25,329,11998,354,
kenett,23,37,255,138,219,12108,357,
fe,23,37,96,297,0,12327,297,
rw,23,38,390,3,942,11385,945,
goni,23,38,370,23,341,11986,364,
kenett,23,38,255,138,219,12108,357,
fe,23,38,99,294,0,12327,294,
rw,23,39,391,2,959,11368,961,
goni,23,39,370,23,348,11979,371,
kenett,23,39,260,133,214,12113,347,
fe,23,39,102,291,0,12327,291,
rw,23,40,391,2,973,11354,975,
goni,23,40,372,21,351,11976,372,
kenett,23,40,261,132,213,12114,345,
fe,23,40,105,288,0,12327,288,
rw,23,41,391,2,992,11335,994,
goni,23,41,371,22,358,11969,380,
kenett,23,41,256,137,218,12109,355,
fe,23,41,106,287,0,12327,287,
rw,23,42,391,2,1014,11313,1016,
goni,23,42,372,21,359,11968,380,
kenett,23,42,253,140,221,12106,361,
fe,23,42,109,284,0,12327,284,
rw,23,43,391,2,1031,11296,1033,
goni,23,43,374,19,377,11950,396,
kenett,23,43,258,135,216,12111,351,
fe,23,43,110,283,0,12327,283,
rw,23,44,391,2,1044,11283,1046,
goni,23,44,375,18,380,11947,398,
kenett,23,44,266,127,208,12119,335,
fe,23,44,113,280,0,12327,280,
rw,23,45,391,2,1059,11268,1061,
goni,23,45,377,16,379,11948,395,
kenett,23,45,266,127,208,12119,335,
fe,23,45,115,278,0,12327,278,
rw,23,46,392,1,1069,11258,1070,
goni,23,46,377,16,385,11942,401,
kenett,23,46,267,126,207,12120,333,
fe,23,46,118,275,0,12327,275,
rw,23,47,392,1,1092,11235,1093,
goni,23,47,378,15,390,11937,405,
kenett,23,47,270,123,204,12123,327,
fe,23,47,119,274,0,12327,274,
rw,23,48,392,1,1110,11217,1111,
goni,23,48,381,12,398,11929,410,
kenett,23,48,267,126,207,12120,333,
fe,23,48,120,273,0,12327,273,
rw,23,49,392,1,1125,11202,1126,
goni,23,49,384,9,399,11928,408,
kenett,23,49,270,123,204,12123,327,
fe,23,49,123,270,0,12327,270,
rw,23,50,392,1,1140,11187,1141,
goni,23,50,384,9,406,11921,415,
kenett,23,50,272,121,202,12125,323,
fe,23,50,125,268,0,12327,268,
rw,24,1,69,324,25,12302,349,
goni,24,1,12,381,1,12326,382,
kenett,24,1,13,380,224,12103,604,
fe,24,1,3,390,0,12327,390,
rw,24,2,125,268,54,12273,322,
goni,24,2,35,358,7,12320,365,
kenett,24,2,12,381,339,11988,720,
fe,24,2,6,387,0,12327,387,
rw,24,3,165,228,81,12246,309,
goni,24,3,59,334,13,12314,347,
kenett,24,3,16,377,380,11947,757,
fe,24,3,9,384,0,12327,384,
rw,24,4,201,192,113,12214,305,
goni,24,4,90,303,23,12304,326,
kenett,24,4,18,375,387,11940,762,
fe,24,4,12,381,0,12327,381,
rw,24,5,236,157,137,12190,294,
goni,24,5,120,273,30,12297,303,
kenett,24,5,17,376,418,11909,794,
fe,24,5,15,378,0,12327,378,
rw,24,6,262,131,162,12165,293,
goni,24,6,149,244,40,12287,284,
kenett,24,6,17,376,427,11900,803,
fe,24,6,17,376,0,12327,376,
rw,24,7,285,108,193,12134,301,
goni,24,7,180,213,54,12273,267,
kenett,24,7,18,375,444,11883,819,
fe,24,7,20,373,0,12327,373,
rw,24,8,301,92,220,12107,312,
goni,24,8,198,195,66,12261,261,
kenett,24,8,25,368,443,11884,811,
fe,24,8,23,370,0,12327,370,
rw,24,9,315,78,255,12072,333,
goni,24,9,218,175,85,12242,260,
kenett,24,9,28,365,440,11887,805,
fe,24,9,25,368,0,12327,368,
rw,24,10,327,66,281,12046,347,
goni,24,10,235,158,104,12223,262,
kenett,24,10,38,355,433,11894,788,
fe,24,10,28,365,0,12327,365,
rw,24,11,334,59,302,12025,361,
goni,24,11,253,140,113,12214,253,
kenett,24,11,44,349,427,11900,776,
fe,24,11,31,362,0,12327,362,
rw,24,12,347,46,329,11998,375,
goni,24,12,261,132,122,12205,254,
kenett,24,12,46,347,425,11902,772,
fe,24,12,34,359,0,12327,359,
rw,24,13,354,39,356,11971,395,
goni,24,13,271,122,124,12203,246,
kenett,24,13,32,361,439,11888,800,
fe,24,13,37,356,0,12327,356,
rw,24,14,356,37,376,11951,413,
goni,24,14,282,111,139,12188,250,
kenett,24,14,49,344,422,11905,766,
fe,24,14,39,354,0,12327,354,
rw,24,15,368,25,396,11931,421,
goni,24,15,288,105,143,12184,248,
kenett,24,15,33,360,438,11889,798,
fe,24,15,42,351,0,12327,351,
rw,24,16,370,23,418,11909,441,
goni,24,16,292,101,165,12162,266,
kenett,24,16,44,349,427,11900,776,
fe,24,16,45,348,0,12327,348,
rw,24,17,372,21,443,11884,464,
goni,24,17,300,93,182,12145,275,
kenett,24,17,44,349,427,11900,776,
fe,24,17,48,345,0,12327,345,
